"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"COD_SENADOR";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2163618";"Recibo";"2021";"7";"70";"RENAN CALHEIROS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12.200.135/0001-80";"PREFEITURA MUNICIPAL DE MACEIÓ";"2.222.784/21-21";"2021-07-23";;"225,41"
"2163615";"Nota Fiscal Eletrônica";"2021";"7";"70";"RENAN CALHEIROS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"13.385.266/0001-41";"CÍCERO GOMES DA SILVA MARKETING DIRETO";"00000117";"2021-07-22";"Serviços referente ao monitoramento das diversas redes sociais (Facebook, Twittter, Instagram e outras) , no desempenho da atividade parlamentar, quanto ao relacionamento com os cidadãos por meio de postagens";"1200,00"
"2163614";"Nota Fiscal Eletrônica";"2021";"7";"70";"RENAN CALHEIROS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"31.059.064/0001-91";"FELIPE VICTER PROJETOS DE MARKETING E NEGOCIOS";"00000083";"2021-07-29";"Prestação de serviços de elaboração e diagramação de artes visuais e vídeos usados nas diversas redes sociais do Senador Renan Calheiros e no whatsapp";"1200,00"
"2163613";"Nota Fiscal Eletrônica";"2021";"7";"70";"RENAN CALHEIROS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"19.699.593/0001-54";"FJFR TRISTAO CHARGEL";"86";"2021-08-03";"Prestação de serviços de elaboração de vídeos, fotos e podcasts do Senador Renan Calheiros, no desempenho da atividade parlamentar que são veiculados nas diversas mídias e imprensa em geral";"6000,00"
"2163631";"Nota Fiscal Eletrônica";"2021";"7";"70";"RENAN CALHEIROS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03.327.191/0001-99";"FRANCISCO DA ASBAC - DOM FRANCISCO RESTAURANTE";"68606";"2021-07-14";;"478,00"
"2163617";"Nota Fiscal Eletrônica";"2021";"7";"70";"RENAN CALHEIROS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"24.005.278/0001-10";"JULIANO DOS SANTOS DE SOUZA";"00000153";"2021-07-29";"Prestação de serviços técnicos de manutenção e alimentação das diversas informações que devem ser atualizadas no site do Senador - www.renancalheiros.com.br, no desempenho da atividade parlamentar";"2000,00"
"2163630";"Nota Fiscal Eletrônica";"2021";"7";"70";"RENAN CALHEIROS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.327.191/0001-99";"FRANCISCO DA ASBAC - DOM FRANCISCO RESTAURANTE";"68089";"2021-07-02";;"611,50"
"2163653";"Fatura";"2021";"7";"70";"RENAN CALHEIROS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.472.748/0001-55";"ROTACAR LOCADORA";"24622";"2021-07-30";;"10000,00"
"2163605";"Passagem / Bilhete / Código Localizador";"2021";"7";"70";"RENAN CALHEIROS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ÁDRIA VIAGENS E TURISMO - GR";"VH3ZXB";"2021-07-07";"Companhia Aérea: GOL, Localizador: VH3ZXB. Passageiros: JOSÉ RENAN VASCONCELOS CALHEIROS (Matrícula 140779, PARLAMENTAR), Voo: 1998 - BRASÍLIA/MACEIÓ - 09/07/21; ";"2001,57"
"2163608";"Passagem / Bilhete / Código Localizador";"2021";"7";"70";"RENAN CALHEIROS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ÁDRIA VIAGENS E TURISMO - GR";"RPB7KD";"2021-07-08";"Companhia Aérea: GOL, Localizador: RPB7KD. Passageiros: JOSÉ RENAN VASCONCELOS CALHEIROS (Matrícula 140779, PARLAMENTAR), Voo: 1999 - MACEIÓ/BRASÍLIA - 12/07/21; ";"1645,24"
"2163611";"Passagem / Bilhete / Código Localizador";"2021";"7";"70";"RENAN CALHEIROS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ÁDRIA VIAGENS E TURISMO - GR";"VGPEMB";"2021-07-14";"Companhia Aérea: GOL, Localizador: VGPEMB. Passageiros: JOSÉ RENAN VASCONCELOS CALHEIROS (Matrícula 140779, PARLAMENTAR), Voo: 1998 - BRASÍLIA/MACEIÓ - 15/07/21; ";"1924,89"
"2165552";"Fatura";"2021";"8";"70";"RENAN CALHEIROS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"39.580.673/0001-01";"BRK Ambiental";;"2021-08-16";;"229,80"
"2165573";"Nota Fiscal";"2021";"8";"70";"RENAN CALHEIROS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12.272.084/0001-00";"EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A";"54246639";"2021-08-11";;"146,28"
"2159779";"Passagem / Bilhete / Código Localizador";"2021";"5";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"VTCAAM";"2021-05-10";"Companhia Aérea: LATAM, Localizador: VTCAAM. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 4609 - GRU - BSB - 12/05/21; RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 3062 - MCZ - GRU - 12/05/21; ";"2062,44"
"2159781";"Passagem / Bilhete / Código Localizador";"2021";"5";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"FEHBBP";"2021-05-12";"Companhia Aérea: LATAM, Localizador: FEHBBP. Passageiros: LEONE CAVALCANTI GOMES (Matrícula 344361, COMISSIONADO), Voo: 3157 - MCZ - BSB - 13/05/21; LEONE CAVALCANTI GOMES (Matrícula 344361, COMISSIONADO), Voo: 3357 - BSB - MCZ - 15/05/21; ";"2609,70"
"2159780";"Passagem / Bilhete / Código Localizador";"2021";"5";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"QMMBUC";"2021-05-13";"Companhia Aérea: LATAM, Localizador: QMMBUC. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 3357 - BSB - MCZ - 15/05/21; ";"1312,39"
"2160431";"Passagem / Bilhete / Código Localizador";"2021";"5";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"YKDPJF";"2021-05-21";"Companhia Aérea: GOL, Localizador: YKDPJF. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 1999 - MCZ - BSB - 24/05/21; ";"1218,25"
"2160430";"Passagem / Bilhete / Código Localizador";"2021";"5";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"CSIYTU";"2021-05-26";"Companhia Aérea: LATAM, Localizador: CSIYTU. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 3357 - BSB - MCZ - 27/05/21; ";"1555,08"
"2161289";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"25.383.341/0001-14";"AGO CONSULTORIA LTDA ME";"22";"2021-06-11";"DESPESA DE CONSULTORIA/PLANEJAMENTO DE COMUNICAÇÃO DO SENADOR RODRIGO CUNHA";"13600,00"
"2160796";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"36.205.427/0001-73";"E A FARIAS BRITO";"10";"2021-06-04";"DESPESA DE PRODUÇÃO DE PODCAST DOS SENADOR RODRIGO CUNHA JUNHO 2021";"9288,00"
"2163314";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"36.213.127/0001-36";"FERNANDA FERNANDES DIAS";"25";"2021-07-14";"DESPESA DE SERVIÇO DE CRIAÇÃO E REDAÇÃO DE TEXTOS";"2500,00"
"2161695";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"38.087.682/0001-94";"JEFERSON FERNADO SILVA DE ARAULO NO REALITY - JEPH.";"27";"2021-06-23";"DESPESA DE PRODUÇÃO DE CONTEÚDO AUDIOVISUAL DO SENADOR RODRIGO CUNHA";"1500,00"
"2161897";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"28.111.762/0001-84";"OLIVEIRA E LIMA CONSULTORIA LTDA - ME";"421";"2021-06-29";"DESPESA DE CONSULTORIA DE ORÇAMENTO PUBLICO";"2500,00"
"2161305";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03.706.565/0001-87";"VOZ EM MOVIMENTO PRODUÇÕES ARTISTICA LTDA";"00000039";"2021-06-16";"DESPESA DE ASSESSORIA DE PLANEJAMENTO ESTRATEGICO SENADOR RODRIGO CUNHA";"3500,00"
"2161287";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Divulgação da atividade parlamentar";"11.035.380/0001-16";"BARROS MELO COMUNICAÇÃO LTDA ME";"2946";"2021-06-11";"DESPESA DE DIVULGAÇÃO DA  ATIVIDADE PARLAMENTAR DO SENADOR RODRIGO CUNHA JUNHO 2021";"2000,00"
"2160795";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Divulgação da atividade parlamentar";"32.748.487/0001-81";"DAVID LUCIO CHAVES MEDEIROS";"157";"2021-06-04";"DESPESA DE DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR DO SENADOR RODRIGO CUNHA";"2240,00"
"2161288";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Divulgação da atividade parlamentar";"21.603.859/0001-65";"JACQUELINE DA SILVA TENORIO EIRELI";"305";"2021-06-11";"DESPESA DE DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR DO SENADOR RODRIGO CUNHA JUNHO 2021";"2000,00"
"2162204";"Nota Fiscal Eletrônica";"2021";"6";"5905";"RODRIGO CUNHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.975.538/0001-09";"SERVIÇOS AUTOMOTIVOS PONTA VERDE LTDA";"000002564";"2021-07-05";"DESPESA DE COMBUSTÍVEL DO SENADOR RODRIGO CUNHA EM ALAGOAS JUNHO 2021";"1379,34"
"2160828";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"RJIEGF";"2021-06-02";"Companhia Aérea: GOL, Localizador: RJIEGF. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 1999 - MCZ - BSB - 07/06/21; ";"1864,36"
"2161286";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"ZT7EWX";"2021-06-11";"Companhia Aérea: GOL, Localizador: ZT7EWX. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 1664 - CGH SÃO PAULO - BSB - 15/06/21; ";"1105,17"
"2161284";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"XIYGSL";"2021-06-11";"Companhia Aérea: GOL, Localizador: XIYGSL. Passageiros: SOPHIA MARTINI VIAL (Matrícula 356971, COMISSIONADO), Voo: 1664 - CGH SÃO PAULO - BSB - 15/06/21; ";"1160,17"
"2161285";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"FJUYRT";"2021-06-11";"Companhia Aérea: LATAM, Localizador: FJUYRT. Passageiros: SOPHIA MARTINI VIAL (Matrícula 356971, COMISSIONADO), Voo: 3417 - CGH SÃO PAULO - BSB - 13/06/21; ";"1394,90"
"2161483";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"TUSJHK";"2021-06-16";"Companhia Aérea: LATAM, Localizador: TUSJHK. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 3357 - BSB - MCZ - 18/06/21; ";"1555,08"
"2161896";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"VKR54P";"2021-06-23";"Companhia Aérea: GOL, Localizador: VKR54P. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 1995 - MCZ - BSB - 28/06/21; ";"358,93"
"2162161";"Passagem / Bilhete / Código Localizador";"2021";"6";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM EMPRESA DE TURISMO LTDA";"AQ2SVN";"2021-06-28";"Companhia Aérea: GOL, Localizador: AQ2SVN. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 1998 - BSB - MCZ - 04/07/21; ";"356,47"
"2160587";"Recibo";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.986.738/0001-20";"JFC Construções Ltda";;"2021-05-26";;"4500,00"
"2161215";"Fatura";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura Municipal de Aracaju";"35151519-46";"2021-06-08";;"434,54"
"2162011";"Fatura";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0025-30";"Telefônica Brasil S.A. - Vivo - Filial";"0367832877";"2021-06-16";;"1694,80"
"2161217";"Boleto";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.986.738/0001-20";"JFC Construções Ltda";"2031428";"2021-05-17";;"114,54"
"2161627";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.425.589/0001-75";"Parlabrasil Eireli";"2159";"2021-06-23";;"2200,00"
"2162047";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"02.577.651/0001-74";"WG Produções e Publicidade LTDA.";"87";"2021-07-02";;"15000,00"
"2161651";"Boleto";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.215.988/0001-60";"Companhia de Locação da Américas";"10593824-AD156526";"2021-06-20";;"3789,00"
"2165852";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0020-35";"Rede de Postos Presidente Ltda - (Distrito Industrial)";"8384";"2021-07-05";;"100,00"
"2165851";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0010-63";"Rede de Postos Presidente Ltda - (Laranjeiras)";"8273";"2021-07-05";;"921,26"
"2164267";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0016-59";"Rede de Postos Presidente Ltda. (Ecoposto, Mosqueiro)";"4518";"2021-07-05";;"150,00"
"2165850";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0022-05";"Rede de Postos Presidente Ltda. (Farolândia)";"6096";"2021-07-05";;"353,02"
"2162411";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0013-06";"Rede de Postos Presidente Ltda. (Itaporanga)";"6802";"2021-07-05";;"239,40"
"2164270";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0025-40";"Rede de Postos Presidente Ltda. (Tecarmo)";"3125";"2021-07-05";;"494,18"
"2162412";"Nota Fiscal Eletrônica";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0002-53";"Rede de Postos Presidente Ltda.(Tancredo Neves)";"23228";"2021-07-05";;"1345,54"
"2161616";"Passagem / Bilhete / Código Localizador";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Passagens aéreas, aquáticas e terrestres nacionais";"34.848.898/0001-74";"Peakalika Turismo";"DUTEYW";"2021-06-12";"Companhia Aérea: LATAM, Localizador: DUTEYW. Passageiros: ROGÉRIO CARVALHO SANTOS (Matrícula 341130, PARLAMENTAR), Voo: 3380 - BSB-AJU - 17/06/21; ";"1745,65"
"2162347";"Passagem / Bilhete / Código Localizador";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Passagens aéreas, aquáticas e terrestres nacionais";"34.848.898/0001-74";"Peakalika Turismo";"RTVTXM";"2021-06-18";"Companhia Aérea: LATAM, Localizador: RTVTXM. Passageiros: ROGÉRIO CARVALHO SANTOS (Matrícula 341130, PARLAMENTAR), Voo: 3355 - AJU-BSB - 21/06/21; ";"1420,59"
"2162345";"Passagem / Bilhete / Código Localizador";"2021";"6";"5352";"ROGÉRIO CARVALHO";"Passagens aéreas, aquáticas e terrestres nacionais";"34.848.898/0001-74";"Peakalika Turismo";"DJIXAV";"2021-06-25";"Companhia Aérea: LATAM, Localizador: DJIXAV. Passageiros: EVELLIN PAESANTE SIQUEIRA (Matrícula 371250, COMISSIONADO), Voo: 3355 - AJU-BSB - 28/06/21; ";"2230,21"
"2164437";"Fatura";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0131-45";"Claro TV";"0000015848";"2021-07-24";;"341,94"
"2162385";"Fatura";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"DESO - Companhia de Saneamento de Sergipe";"00635867.3";"2021-07-01";;"165,36"
"2163688";"Fatura";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa";"037171848";"2021-07-26";;"98,16"
"2162378";"Recibo";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.986.738/0001-20";"JFC Construções Ltda";;"2021-07-05";;"4500,00"
"2162382";"Boleto";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.999.092/0001-72";"JFC Trade Center";"2058937";"2021-06-25";;"146,43"
"2162379";"Boleto";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.999.092/0001-72";"JFC Trade Center";"2058846";"2021-06-25";;"1000,12"
"2162387";"Fatura";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0107-03";"Net";"0001446055";"2021-06-23";;"341,94"
"2162386";"Fatura";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura Municipal de Aracaju";"35151520-84";"2021-07-06";;"434,54"
"2163686";"Fatura";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0025-30";"Telefônica Brasil S.A. - Vivo - Filial";"0367832877";"2021-07-13";;"1694,95"
"2162748";"Nota Fiscal Eletrônica";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.425.589/0001-75";"Parlabrasil Eireli";"2188";"2021-07-14";;"2200,00"
"2163685";"Nota Fiscal Eletrônica";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"02.577.651/0001-74";"WG Produções e Publicidade LTDA.";"202100000000093";"2021-07-30";;"15000,00"
"2163689";"Boleto";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.215.988/0001-60";"Companhia de Locação da Américas";"10593824-AD169982";"2021-07-20";;"3789,00"
"2164265";"Nota Fiscal Eletrônica";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0001-72";"Rede de Postos Presidente Ltda";"14817";"2021-08-04";;"287,77"
"2164263";"Nota Fiscal Eletrônica";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0010-63";"Rede de Postos Presidente Ltda - (Laranjeiras)";"8398";"2021-08-04";;"1372,40"
"2164259";"Nota Fiscal Eletrônica";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0016-59";"Rede de Postos Presidente Ltda. (Ecoposto, Mosqueiro)";"4600";"2021-08-04";;"238,23"
"2164261";"Nota Fiscal Eletrônica";"2021";"7";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0022-05";"Rede de Postos Presidente Ltda. (Farolândia)";"6321";"2021-08-04";;"649,40"
